0.012,0
0.012,0
0.012,0
0.012,-0.0878906
0.012,-0.0878906
0.012,0
0.012,0
0.012,0
0.012,-0.0878906
0.012,0
0.012,-0.0878906
0.012,-0.0878906
0.012,0
0.012,0
0.012,0.0878906
0.012,0
0.012,0.0878906
0.012,0
0.012,0
0.012,0.0878906
0.012,-0.0878906
0.012,-0.0878906
0.012,-0.0878906
0.012,-0.0878906
0.012,-0.0878906
0.012,-0.0878906
0.012,0
0.012,0
0.012,0
0.012,0.0878906
0.012,0
0.012,-0.175781
0.012,-0.0878906
0.014,0
0.014,0
0.014,-0.0878906
0.014,0
0.014,0
0.014,0
0.014,0.0878906
0.014,-0.0878906
0.014,-0.0878906
0.014,0
0.014,0
0.014,0
0.014,0
0.014,0.0878906
0.014,0
0.014,-0.0878906
0.014,-0.0878906
0.014,-0.0878906
0.014,-0.0878906
0.014,0
0.014,0
0.014,0
0.014,0
0.014,0
0.014,0
0.014,-0.0878906
0.014,0.0878906
0.014,0.0878906
0.014,0
0.014,0.0878906
0.014,-0.0878906
0.014,0
0.014,0
0.014,0.0878906
0.014,-0.0878906
0.014,-0.0878906
0.014,0
0.014,0
0.014,0
0.014,-0.0878906
0.014,0
0.014,0
0.014,0
0.014,0
0.016,0.0878906
0.016,0.0878906
0.016,0
0.016,0.0878906
0.016,-0.0878906
0.016,0
0.016,0
0.016,0
0.016,0.0878906
0.016,0
0.016,0
0.016,-0.0878906
0.016,0
0.016,0.0878906
0.016,-0.0878906
0.016,0
0.016,0
0.016,0
0.016,0
0.016,-0.0878906
0.016,0
0.016,0.0878906
0.016,0
0.016,0
0.016,0.0878906
0.016,-0.0878906
0.016,0
0.016,0
0.016,0
0.016,0
0.016,0.0878906
0.016,0.0878906
0.016,0
0.016,0
0.016,-0.0878906
0.016,0
0.016,0.0878906
0.016,0
0.016,0
0.016,0
0.016,0
0.016,0
0.016,0
0.016,0
0.016,-0.0878906
0.018,0
0.018,0
0.018,0
0.018,-0.0878906
0.018,0
0.018,0
0.018,0
0.018,0
0.018,0
0.018,-0.0878906
0.018,-0.0878906
0.018,0
0.018,0.0878906
0.018,0.0878906
0.018,0
0.018,-0.0878906
0.018,0
0.018,0
0.018,0
0.018,0
0.018,0
0.018,0
0.018,-0.0878906
0.018,0.0878906
0.018,0.0878906
0.018,0
0.018,-0.0878906
0.018,0
0.018,0
0.018,0
0.018,0
0.018,-0.0878906
0.018,0
0.018,0.0878906
0.018,0.0878906
0.018,0
0.018,0
0.018,0
0.018,-0.0878906
0.018,0
0.018,0
0.018,0.0878906
0.018,0.0878906
0.018,0
0.02,0
0.02,0
0.02,-0.0878906
0.02,0
0.02,0.0878906
0.02,0
0.02,0
0.02,0
0.02,0.0878906
0.02,0
0.02,-0.0878906
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0
0.02,-0.0878906
0.02,0
0.02,-0.0878906
0.02,-0.0878906
0.02,0
0.02,0
0.02,0.0878906
0.02,0
0.02,0
0.02,0
0.02,-0.0878906
0.02,0
0.02,0.0878906
0.02,0.0878906
0.02,0.0878906
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0
0.02,0.0878906
0.02,0
0.02,0
0.022,0
0.022,0
0.022,0
0.022,0
0.022,0
0.022,0
0.022,-0.0878906
0.022,-0.0878906
0.022,-0.0878906
0.022,-0.0878906
0.022,0.0878906
0.022,0.0878906
0.022,0.0878906
0.022,0
0.022,0
0.022,0
0.022,0
0.022,0
0.022,0
0.022,-0.0878906
0.022,0
0.022,0
0.022,0
0.022,-0.0878906
0.022,-0.0878906
0.022,0
0.022,-0.0878906
0.022,-0.0878906
0.022,0.0878906
0.022,0
0.022,0
0.022,-0.0878906
0.022,0
0.022,0
0.022,0
0.022,0
0.024,0
0.024,0
0.024,0
0.024,0
0.024,0
0.024,0
0.024,-0.0878906
0.024,0
0.024,0.0878906
0.024,0
0.024,0.0878906
0.024,0
0.024,-0.0878906
0.024,0
0.024,0
0.024,0
0.024,0
0.024,-0.0878906
0.024,-0.0878906
0.024,-0.0878906
0.024,0.0878906
0.024,0
0.024,0
0.024,-0.0878906
0.024,0.0878906
0.024,0
0.024,0
0.024,-0.0878906
0.024,-0.0878906
0.024,-0.0878906
0.024,0
0.024,0
0.024,0
0.024,0
0.024,0
0.024,-0.0878906
0.026,-0.0878906
0.026,0
0.026,0
0.026,-0.0878906
